Iterations	Score	Mean Score	Max Snake Lengths	Nb Turns
188	3245	91	10	59
189	955	96	5	12
190	420	97	4	18
191	425	99	4	17
192	-90	98	3	19
193	0	98	3	1
194	485	100	4	5
195	-20	99	3	5
196	-20	98	3	5
197	460	100	4	10
198	-10	100	3	3
199	0	99	3	1
200	875	103	5	28
201	355	104	4	31
202	485	106	4	5
203	900	110	5	23
204	450	112	4	12
205	-25	111	3	6
206	-30	110	3	7
207	0	110	3	1
208	135	110	4	75
209	385	111	4	25
210	-20	111	3	5
211	465	112	4	9
212	385	113	4	25
213	430	115	4	16
214	330	116	4	36
215	-90	115	3	19
216	-20	114	3	5
217	835	118	5	36
218	420	119	4	18
219	-5	118	3	2
220	-45	118	3	10
221	1825	125	7	40
222	405	127	4	21
223	-15	126	3	4
224	-75	125	3	16
225	1865	133	7	32
226	460	134	4	10
227	2770	146	9	53
228	320	147	4	38
229	0	146	3	1
230	910	149	5	21
231	875	152	5	28
232	-95	151	3	20
233	-40	151	3	9
234	-285	149	3	58
235	475	150	4	7
236	1880	157	7	29
237	-330	155	3	67
238	0	155	3	1
239	0	154	3	1
240	1400	159	6	24
241	0	158	3	1
242	1240	163	6	56
243	705	165	5	62
244	460	166	4	10
245	3930	182	11	23
246	470	183	4	8
247	1880	190	7	29
248	0	189	3	1
249	0	188	3	1
250	445	189	4	13
251	-215	188	3	44
252	-50	187	3	11
253	-15	186	3	4
254	-35	185	3	8
255	450	186	4	12
256	1425	191	6	19
257	-15	190	3	4
258	1220	194	6	60
259	4735	211	13	64
260	-35	210	3	8
261	870	213	5	29
262	-300	211	3	61
263	1410	216	6	22
264	-15	215	3	4
265	-10	214	3	3
266	-35	213	3	8
267	-85	212	3	18
268	485	213	4	5
269	1795	219	7	46
270	1330	223	6	38
271	430	224	4	16
272	1855	230	7	34
273	320	230	4	38
274	-5	229	3	2
275	-80	228	3	17
276	485	229	4	5
277	460	230	4	10
278	-185	228	3	38
279	1475	233	6	9
280	960	235	5	11
281	870	237	5	29
282	-95	236	3	20
283	0	235	3	1
284	-5	235	3	2
285	-315	233	3	64
286	840	235	5	35
287	-5	234	3	2
288	2285	241	8	49
289	1350	245	6	34
290	805	247	5	42
291	-220	245	3	45
292	-310	243	3	63
293	-70	242	3	15
294	240	242	4	54
295	445	243	4	13
296	4710	258	13	69
297	-35	257	3	8
298	-330	255	3	67
299	460	256	4	10
300	-5	255	3	2
301	405	255	4	21
302	-35	254	3	8
303	490	255	4	4
304	-185	254	3	40
305	1800	259	7	45
306	-35	258	3	8
307	370	258	4	28
308	-15	257	3	4
309	420	258	4	18
310	1595	262	7	86
311	390	262	4	24
312	-225	261	3	46
313	1345	264	6	35
314	850	266	6	134
315	-430	264	3	87
316	435	265	4	15
317	310	265	4	40
318	835	266	5	36
319	365	267	4	29
320	410	267	4	20
321	-70	266	3	15
322	490	267	4	4
323	1150	270	6	74
324	-75	269	3	16
325	-45	268	3	10
326	205	267	4	61
327	90	267	4	84
328	915	269	5	20
329	3385	278	11	132
330	-95	277	3	20
331	4800	291	13	51
332	-370	289	3	75
333	1180	291	6	68
334	955	293	5	12
335	1370	297	6	30
336	-20	296	3	5
337	1245	298	6	55
338	-165	297	3	34
339	905	299	5	22
340	2015	304	8	103
341	-35	303	3	8
342	-35	302	3	8
343	-125	301	3	26
344	1635	305	7	78
345	450	305	4	12
346	675	306	5	70
347	430	306	4	16
348	830	308	5	37
349	-75	307	3	16
350	785	308	5	46
351	3195	316	10	69
352	1410	319	6	22
353	-15	319	3	4
354	1785	323	8	149
355	355	323	4	31
356	1360	326	6	32
357	-120	324	3	25
358	0	323	3	1
359	-10	323	3	3
360	1415	326	7	122
361	775	327	5	48
362	-15	326	3	4
363	-315	324	3	64
364	-35	323	3	8
365	1210	326	6	62
366	-95	324	3	20
367	1260	327	6	52
368	130	326	4	76
369	-20	325	3	5
370	400	326	4	22
371	2255	331	8	55
372	2830	338	9	41
373	2975	345	10	113
374	4055	355	12	99
375	-15	354	3	4
376	2670	360	9	73
377	1200	362	6	64
378	1320	364	6	40
379	2120	369	8	82
380	2890	376	11	231
381	770	377	5	49
382	1540	380	7	97
383	-15	379	3	4
384	-825	376	3	166
385	-55	374	3	12
386	1200	377	6	64
387	-45	375	3	10
388	875	377	6	129
389	815	378	5	40
390	6390	393	17	137
391	1355	396	6	33
392	465	396	4	9
393	2850	402	9	37
394	1365	405	6	31
395	-25	403	3	6
396	870	405	5	29
397	-10	404	3	3
398	3675	412	11	74
399	2300	417	8	46
400	455	417	4	11
401	1395	419	6	25
402	425	419	4	17
403	290	419	4	44
404	3610	427	12	188
405	-35	425	3	8
406	970	427	6	110
407	-5	426	3	2
408	585	426	5	86
409	395	426	4	23
410	1080	428	6	88
411	215	427	4	59
412	1425	430	6	19
413	1355	432	6	33
414	-95	431	3	20
415	465	431	4	9
416	-35	429	3	8
417	2325	434	8	41
418	1915	438	8	123
419	1340	440	6	36
420	3025	446	10	103
421	-175	444	3	36
422	410	444	5	121
423	-155	443	3	32
424	2325	447	8	41
425	270	447	4	48
426	455	447	4	11
427	6555	461	18	205
428	190	461	5	165
429	6160	474	17	183
430	2675	479	9	72
431	1335	481	6	37
432	0	480	3	1
433	-70	478	4	116
434	750	479	5	53
435	4350	488	13	141
436	820	489	6	140
437	1390	491	6	26
438	2915	496	12	327
439	3910	504	13	229
440	280	504	4	46
441	385	503	4	25
442	3595	510	12	191
443	1390	512	6	26
444	410	512	4	20
445	3430	519	11	123
446	370	518	4	28
447	-140	517	3	29
448	-250	515	4	152
449	1180	517	6	68
450	855	517	5	32
451	4520	526	14	208
452	825	527	5	38
453	685	527	5	66
454	2270	531	10	254
455	440	531	4	14
456	-60	529	3	13
457	-10	528	3	3
458	6530	541	17	109
459	1915	544	7	22
460	5770	556	17	261
461	1705	558	7	64
462	3985	566	12	113
463	1405	567	6	23
464	195	567	7	366
465	3770	573	14	358
466	955	574	6	113
467	-630	572	4	228
468	-750	569	3	151
469	2820	574	11	245
470	2340	577	8	38
471	2615	582	10	185
472	2065	585	8	93
473	4435	593	13	124
474	4295	601	13	152
475	2825	605	10	143
476	0	604	3	1
477	-130	603	3	27
478	5285	612	16	257
479	1700	615	7	65
480	3220	620	10	64
481	690	620	5	65
482	6285	632	17	158
483	-280	630	3	57
484	820	630	5	39
485	1295	632	6	45
486	710	632	5	61
487	1005	633	6	103
488	1730	635	8	160
489	1825	637	8	141
490	1165	639	6	71
491	5665	649	17	282
492	3950	655	13	221
493	-40	654	3	9
494	300	653	4	42
495	7970	668	22	326
496	4140	675	14	284
497	2185	678	10	271
498	390	677	4	24
499	1795	680	9	248
500	-50	678	3	11
501	3885	685	13	234
502	-25	683	3	6
503	3365	689	11	136
504	-535	686	8	613
505	2160	689	9	175
506	4375	696	13	136
507	2005	699	8	105
508	1365	700	7	132
509	3720	706	12	166
510	2095	709	8	87
511	400	708	4	22
512	6520	720	19	313
513	910	720	5	21
514	2610	724	9	85
515	7255	736	20	267
516	8085	750	22	303
517	2040	753	8	98
518	2175	756	10	273
519	3880	762	13	237
520	795	762	5	44
521	-135	760	3	28
522	1190	761	6	66
523	2525	764	10	203
524	105	763	4	81
525	4925	771	14	127
526	860	771	5	31
527	-140	769	4	130
528	-200	767	3	41
529	0	766	3	1
530	195	765	6	265
531	810	765	5	41
532	2755	769	9	56
533	445	768	4	13
534	2170	771	9	173
535	4550	778	13	101
536	895	778	5	24
537	935	778	5	16
538	465	778	6	211
539	2045	780	8	97
540	355	779	4	31
541	70	778	4	88
542	5090	786	15	195
543	1275	787	6	49
544	1395	788	6	25
545	4020	794	12	106
546	3950	800	12	120
547	6085	809	16	97
548	4545	816	15	304
549	180	815	4	66
550	880	815	8	330
551	835	815	6	137
552	3155	819	10	77
553	295	818	4	43
554	2180	821	8	70
555	-1240	817	3	249
556	1315	818	6	41
557	785	818	5	46
558	2155	820	9	176
559	6455	830	17	124
560	-870	827	3	175
561	2595	831	9	88
562	1425	832	7	120
563	680	831	5	67
564	2135	834	8	79
565	3455	838	11	118
566	2355	841	8	35
567	445	840	4	13
568	440	840	8	418
569	4550	846	13	101
570	3370	850	12	236
571	5625	859	17	290
572	-30	857	3	7
573	6405	867	18	235
574	800	867	5	43
575	4610	873	15	291
576	4290	879	13	153
577	2690	882	9	69
578	695	882	5	64
579	735	882	5	56
580	1280	882	6	48
581	735	882	5	56
582	1195	883	6	65
583	5045	890	15	204
584	2725	893	11	264
585	2655	896	9	76
586	3180	900	11	173
587	-55	898	3	12
588	740	898	5	55
589	335	897	4	35
590	685	897	6	167
591	2760	900	10	156
592	2895	903	10	129
593	-355	901	3	72
594	4950	908	15	223
595	3165	912	10	77
596	3025	915	10	103
597	2870	918	10	134
598	4790	925	14	154
599	605	924	5	82
600	-95	923	3	20
601	-45	921	3	10
602	2490	924	9	109
603	4470	930	13	117
604	6475	939	18	221
605	700	938	5	65
606	4705	945	14	171
607	910	944	6	122
608	1935	946	7	18
609	2850	949	10	138
610	-3035	943	10	1315
611	1440	944	6	16
612	5080	950	14	96
613	2335	953	8	39
614	1615	954	7	82
